Code;Name;Type
11.03.01.2025;Alue Merbo;6
11.03.01.2026;Buket Raya;6
11.03.01.2027;Gampong Keude;6
11.03.01.2028;Peukan Idi Cut;6
11.03.01.2029;Gampong Beunot;6
11.03.01.2030;Seuneubok Baroh;6
11.03.01.2031;Teupin Drum;6
11.03.01.2032;Kuala Idi Cut;6
11.03.01.2034;Seuneubok Aceh;6
11.03.01.2035;Gampong Baro;6
11.03.01.2036;Bagok Panah Sa;6
11.03.01.2037;Bagok Panah Dua;6
11.03.01.2038;Bagok Panah Lhee;6
11.03.01.2039;Bagok Panah Peut;6
11.03.01.2040;Buket Tualang;6
11.03.01.2041;Keumuneng Sa;6
11.03.01.2042;Keumuneng Dua;6
11.03.01.2043;Keumuneng Lhee;6
11.03.01.2044;Keumuneng Peut;6
11.03.01.2045;Keumuneng Limong;6
11.03.01.2046;Meunasah Blang;6
11.03.02;Julok;4
11.03.02.2001;Blang Keumahang;6
11.03.02.2002;Blang Jambee;6
11.03.02.2003;Keumuneng;6
11.03.02.2004;Ladang Baro;6
11.03.02.2005;Buket Panyang;6
11.03.02.2006;Seuneubok Rambong;6
11.03.02.2007;Seuneubok Baro;6
11.03.02.2008;Blang Mideun;6
11.03.02.2009;Paya Bakong;6
11.03.02.2010;Teupin Raya;6
11.03.02.2011;Lhok Rambong;6
11.03.02.2012;Julok Tunong;6
11.03.02.2013;Ulee Ateung;6
11.03.02.2014;Ulee Blang;6
11.03.02.2015;Labuhan;6
11.03.02.2016;Naleung;6
11.03.02.2017;Mane Rampak;6
11.03.02.2018;Matang;6
11.03.02.2019;Blang Uyok;6
11.03.02.2020;Blang Pauh Sa;6
11.03.02.2021;Blang Pauh Dua;6
11.03.02.2022;Ulee Tanoh;6
11.03.02.2023;Keude Kuta Binjei;6
11.03.02.2024;Bukit Seroja;6
11.03.02.2025;Kuala Geulumpang;6
11.03.02.2026;Gampong Baro;6
11.03.02.2027;Tumpok Teungoh;6
11.03.02.2028;Seumatang;6
11.03.02.2029;Ujong Tunong;6
11.03.02.2030;Bukit Dindeng;6
11.03.02.2031;Paya Pasi;6
11.03.02.2032;Alue Cek Doi;6
11.03.02.2033;Blang Gleum;6
11.03.02.2034;Tanjong Tok Blang;6
11.03.02.2035;Buket Makmu;6
11.03.02.2036;Lhok Seuntang;6
11.03.02.2037;Simpang Lhee;6
11.03.03;Idi Rayeuk;4
11.03.03.2001;Gampong Jawa;6
11.03.03.2002;Keude Blang;6
11.03.03.2003;Tanoh Anoe;6
11.03.03.2004;Kuala Peudawa Puntong;6
11.03.03.2005;Gampong Aceh;6
11.03.03.2006;Kuta Blang;6
11.03.03.2007;Gampong Tanjong;6
11.03.03.2008;Blang Geulumpang;6
11.03.03.2009;Meunasah Pu'uk;6
11.03.03.2010;Bantayan Timu;6
11.03.03.2011;Keutapang Mameh;6
11.03.03.2012;Seuneubok Rambong;6
11.03.03.2013;Kuala Idi;6
11.03.03.2014;Keude Aceh;6
11.03.03.2023;Seuneubok Bacee;6
11.03.03.2029;Titi Baro;6
11.03.03.2047;Tanjong Kapai;6
11.03.03.2048;Alue Dua Muka O;6
11.03.03.2049;Alue Dua Muka S;6
11.03.03.2050;Ulee Blang;6
11.03.03.2051;Buket Jok;6
11.03.03.2052;Buket Meulinteung;6
11.03.03.2053;Gampong Jalan;6
11.03.03.2054;Teupin Batee;6
11.03.03.2055;Buket Langa;6
11.03.03.2056;Buket Pala;6
11.03.03.2057;Buket Juara;6
11.03.03.2058;Seuneubok Tutong;6
11.03.03.2059;Seuneubok Tuha;6
11.03.03.2060;Sampoimah;6
11.03.03.2061;Dama pulo;6
11.03.03.2062;Gureb Blang;6
11.03.03.2064;Gampong Baro;6
11.03.03.2065;SeuneubokTeungoh P.Puntong;6
11.03.03.2067;Kuta Lawah;6
11.03.04;Birem Bayeun;4
11.03.04.2001;Jambo Labu;6
11.03.04.2002;Alue Canang;6
11.03.04.2003;Alue Drien;6
11.03.04.2004;Buket Tiga;6
11.03.04.2005;Benteng;6
11.03.04.2006;Afeling II Bukit;6
11.03.04.2007;Keumuneng Hulu;6
11.03.04.2008;Peutow;6
11.03.04.2009;Alue Buloh;6
11.03.04.2010;Alue Teh;6
11.03.04.2011;Paya Rambong;6
11.03.04.2012;Alue Gadeng SA;6
11.03.04.2013;Paya Tampah;6
11.03.04.2014;Paya Bili Dua;6
11.03.04.2015;Paya Bili Sa;6
11.03.04.2016;Paya Peulawi;6
11.03.04.2017;Keude Birem;6
11.03.04.2018;Bayeun;6
11.03.04.2019;Aramiyah;6
11.03.04.2020;Blang Tualang;6
11.03.04.2021;Buket Seuleumak;6
11.03.04.2022;Birem Rayeuk;6
11.03.04.2023;Alue Gadeng;6
11.03.04.2024;Alue Gadeng Dua;6
11.03.04.2025;Alue Sentang;6
11.03.04.2026;Merbou Dua;6
11.03.04.2027;Alue Nyamoek;6
11.03.05;Serbajadi;4
11.03.05.2001;Lokop;6
11.03.05.2002;Terujak;6
11.03.05.2003;Tualang;6
11.03.05.2004;Leles;6
11.03.05.2005;Ujung Karang;6
11.03.05.2006;Nalon;6
11.03.05.2007;Jering;6
11.03.05.2008;Loot;6
11.03.05.2009;Seku Alan;6
11.03.05.2010;Sunti;6
11.03.05.2011;Umah Taring;6
11.03.05.2012;Bunin;6
11.03.05.2013;Sembuang;6
11.03.05.2014;Seuleumak;6
11.03.05.2015;Mesir;6
11.03.05.2016;Rampah;6
11.03.05.2022;Arul Durin;6
11.03.06;Nurussalam;4
11.03.06.2001;Keude Bagok Sa;6
11.03.06.2002;Keude Bagok Dua;6
11.03.06.2003;Asan Tanjong;6
11.03.06.2004;Bantayan;6
11.03.06.2005;Matang Seuleumak;6
11.03.06.2006;Teupin Pukat;6
11.03.06.2007;Matang Neuheun;6
11.03.06.2008;Kuala Bagok;6
11.03.06.2009;Meunasah Teungoh;6
11.03.06.2010;Medang Ara;6
11.03.06.2011;Peulawi;6
11.03.06.2012;Baroh Bugeng;6
11.03.06.2013;Seumatang Aron;6
11.03.06.2014;Blang Panjou;6
11.03.06.2025;Pulo U;6
11.03.06.2026;Cot Asan;6
11.03.06.2027;Paya Enjee;6
11.03.06.2028;Seuleumak Muda;6
11.03.06.2029;Matang Panyang;6
11.03.06.2030;Meunasah Hagu;6
11.03.06.2031;Matang Kunyet;6
11.03.06.2032;Buket Panjou;6
11.03.06.2033;Buket Meurak;6
11.03.06.2034;Buket Panyang;6
11.03.06.2035;Seuneubok Dalam;6
11.03.06.2036;Gampong Mesjid;6
11.03.06.2037;Alue Siwah Serdang;6
11.03.06.2038;Gampong Lhee;6
11.03.06.2039;Beurandang;6
11.03.06.2040;Gampong Jalan;6
11.03.06.2041;Seuneubok Rambong;6
11.03.07;Peureulak;4
11.03.07.2001;Pasir Putih;6
11.03.07.2002;Tualang;6
11.03.07.2003;Keude Peureulak;6
11.03.07.2004;Leuge;6
11.03.07.2005;Uteun Dama;6
11.03.07.2006;Punti;6
11.03.07.2007;Alue Dua Paya Gajah;6
11.03.07.2008;Blang Bitra;6
11.03.07.2009;Kuala Bugak;6
11.03.07.2010;Paya Lipah;6
11.03.07.2011;Seumatang Muda Itam;6
11.03.07.2012;Lhok Dalam;6
11.03.07.2013;Beusa Meuranoe;6
11.03.07.2014;Bangka Rimung;6
11.03.07.2015;Tanoh Rata;6
11.03.07.2016;Bandrong;6
11.03.07.2017;Blang Balok;6
11.03.07.2018;Cot Muda Itam;6
11.03.07.2019;Keumuneng;6
11.03.07.2020;Kuala Leuge;6
11.03.07.2021;Balee Buya;6
11.03.07.2022;Alue Nibong;6
11.03.07.2023;Seuneubok Peusangan;6
11.03.07.2024;Seuneubok Aceh;6
11.03.07.2025;Seuneubok Pidie;6
11.03.07.2026;Dama Tutong;6
11.03.07.2027;Matang Gleum;6
11.03.07.2028;Lubok Pempeng;6
11.03.07.2029;Buket Pala;6
11.03.07.2030;Paya Kalui;6
11.03.07.2031;Cek Mbon;6
11.03.07.2032;Paya Meuligou;6
11.03.07.2033;Blang Simpo;6
11.03.07.2034;Blang Batee;6
11.03.07.2035;Matang Peulawi;6
11.03.07.2036;Cot Geulumpang;6
11.03.07.2037;Alue Rambong;6
11.03.07.2038;Cot Keh;6
11.03.08;Rantau Selamat;4
11.03.08.2001;Bayeun;6
11.03.08.2002;Rantau Panjang;6
11.03.08.2003;Alue Raya;6
11.03.08.2004;Alue Kumba;6
11.03.08.2005;Seuneubok Dalam;6
11.03.08.2006;Alue Seuleumak;6
11.03.08.2007;Sarah Kayee;6
11.03.08.2008;Damar Siput;6
11.03.08.2009;Simpang Peut;6
11.03.08.2010;Simpang Aneuh;6
11.03.08.2011;Alue Punti;6
11.03.08.2012;Alue Kaul;6
11.03.08.2013;Sarah Teube;6
11.03.08.2014;Alue Tuwi;6
11.03.09;Simpang Ulim;4
11.03.09.2001;Peulalu;6
11.03.09.2002;Nicah Awe;6
11.03.09.2003;Alue Buloh Sa;6
11.03.09.2004;Alue Buloh Dua;6
11.03.09.2005;Teupin Breuh;6
11.03.09.2006;Matang Rayeuk;6
11.03.09.2007;Matang Kumbang;6
11.03.09.2008;Blang Nie;6
11.03.09.2010;Bantayan;6
11.03.09.2011;Matang Weng;6
11.03.09.2012;Alue Mulieng;6
11.03.09.2013;Pucok Alue Dua;6
11.03.09.2014;Gampong Blang;6
11.03.09.2015;Keude Tuha;6
11.03.09.2016;Kuala Simpang Ulim;6
11.03.09.2017;Lampoh Rayeuk;6
11.03.09.2018;Teupin Mamplam;6
11.03.09.2019;Titi Baroh;6
11.03.09.2020;Pucok Alue Sa;6
11.03.09.2021;Pucok Alue Barat;6
11.03.09.2022;Arakundo;6
11.03.09.2023;Gampong Baro;6
11.03.09.2024;Matang Seupeng;6
11.03.10;Ranto Peureulak;4
11.03.10.2001;Paya Unou;6
11.03.10.2002;Seuneubok Johan;6
11.03.10.2003;Seuneubok Baro;6
11.03.10.2004;Pulo Blang;6
11.03.10.2005;Blang Barom;6
11.03.10.2006;Seuneubok Dalam;6
11.03.10.2007;Seuleumak Muda;6
11.03.10.2008;Bhom Lama;6
11.03.10.2009;Pasi Puteh;6
11.03.10.2010;Alue Dua;6
11.03.10.2011;Buket Pala;6
11.03.10.2012;Mata Ie;6
11.03.10.2013;Alue Udep;6
11.03.10.2014;Seumali;6
11.03.10.2015;Punti Payong;6
11.03.10.2016;Paya Palas;6
11.03.10.2017;Tampak;6
11.03.10.2018;Kliet;6
11.03.10.2019;Alue Geunteng;6
11.03.10.2020;Pertamina;6
11.03.10.2021;Alue Batee;6
11.03.10.2022;Beurandang;6
11.03.10.2024;Seumanah Jaya;6
11.03.11;Pante Bidari;4
11.03.11.2001;Blang Seunong;6
11.03.11.2002;Suka Damai;6
11.03.11.2003;Pante Labu;6
11.03.11.2004;Pante Rambong;6
11.03.11.2005;Alue Ie Mirah;6
11.03.11.2006;Seuneubok Tuha;6
11.03.11.2007;Seuneubok Saboh;6
11.03.11.2008;Buket Kareung;6
11.03.11.2009;Buket Bata;6
11.03.11.2010;Meunasah Tunong;6
11.03.11.2011;Meunasah Teungoh;6
11.03.11.2012;Keude Baro;6
11.03.11.2013;Matang Perlak;6
11.03.11.2014;Grong-grong;6
11.03.11.2015;Matang Kruet;6
11.03.11.2016;Meunasah Leubok;6
11.03.11.2017;Pante Panah;6
11.03.11.2018;Paya Demam Sa;6
11.03.11.2019;Paya Demam Dua;6
11.03.11.2020;Paya Demam Lhee;6
11.03.11.2021;Matang Pudeng;6
11.03.11.2022;Putoh Sa;6
11.03.11.2023;Putoh Dua;6
11.03.11.2024;Sah Raja;6
11.03.11.2025;Sijudo;6
11.03.12;Madat;4
11.03.12.2001;Madat;6
11.03.12.2002;Matang Keupula Sa;6
11.03.12.2003;Matang Keupula Dua;6
11.03.12.2004;Matang Keupula Lhee;6
11.03.12.2005;Ulee Ateung;6
11.03.12.2006;Blang Ubit;6
11.03.12.2007;Matang Guru;6
11.03.12.2008;Pantee Bayam;6
11.03.12.2009;Meunasah Asan;6
11.03.12.2010;Meunasah Tingkeum;6
11.03.12.2011;Lueng Dua;6
11.03.12.2012;Lueng Peut;6
11.03.12.2013;Paya Demam Peut;6
11.03.12.2014;Abeuk Geulanteu;6
11.03.12.2015;Rambong Lop;6
11.03.12.2016;Tanjong Ara;6
11.03.12.2017;Matang Jrok;6
11.03.12.2018;Paya Naden;6
11.03.12.2019;Tanjong Minjei;6
11.03.12.2020;Pante Merbo;6
11.03.12.2021;Blang Awe;6
11.03.12.2022;Bintah;6
11.03.12.2023;Seuneubok Pidie;6
11.03.12.2024;Blang Andam;6
11.03.12.2025;Matang Nibong;6
11.03.12.2026;Lueng Sa;6
11.03.13;Indra Makmu;4
11.03.13.2001;Seuneubok Bayu;6
11.03.13.2002;Alue Ie Itam;6
11.03.13.2003;Blang Nisan;6
11.03.13.2004;Bandar Baro;6
11.03.13.2005;Alue Patong;6
11.03.13.2006;Alue Ie Mirah;6
11.03.13.2007;Suka Makmur;6
11.03.13.2008;Jambo Balee;6
11.03.13.2009;Jambo Lubok;6
11.03.13.2010;Seuneubok Cina;6
11.03.13.2011;Pelita Sagop Jaya;6
11.03.13.2012;Perkebunan Julok Rayeuk Selatan;6
11.03.13.2013;Perkebunan Julok Rayeuk Utara;6
11.03.14;Idi Tunong;4
11.03.14.2001;Seuneubok Buloh;6
11.03.14.2002;Seuneubok Baro;6
11.03.14.2003;Seuneubok Meureudu;6
11.03.14.2004;Seuneubok Teupin Panah;6
11.03.14.2005;Teupin Panah;6
11.03.14.2006;Gampong Keumuneng;6
11.03.14.2007;Keude Keumuneng;6
11.03.14.2008;Keumuneng Lhok;6
11.03.14.2009;Paya Awee;6
11.03.14.2010;Paya Gaboh;6
11.03.14.2011;Padang Kasah;6
11.03.14.2012;Buket Teukuh;6
11.03.14.2013;Buket Pu'uk;6
11.03.14.2014;Blang Minjei;6
11.03.14.2015;Alue Kumbang A;6
11.03.14.2016;Alue Kumbang M;6
11.03.14.2017;Alue Lhok;6
11.03.14.2018;Seuneubok Buya;6
11.03.14.2019;Seuneubok Drien;6
11.03.14.2020;Bantayan Barat;6
11.03.14.2021;Blang Guci;6
11.03.14.2022;Buket Rumiya;6
11.03.14.2023;Seuneubok Punti;6
11.03.14.2024;Seuneubok Jalan;6
11.03.14.2025;Seuneubok Dalam;6
11.03.15;Banda Alam;4
11.03.15.2001;Jalan Dua;6
11.03.15.2002;Jambo Reuhat;6
11.03.15.2003;Seuneubok Benteng;6
11.03.15.2004;Seuneubok Pango;6
11.03.15.2005;Seuneubok Simpang;6
11.03.15.2006;Seuneubok Kandang;6
11.03.15.2007;Ulee Jalan;6
11.03.15.2008;Uram Jalan;6
11.03.15.2009;Seuneubok Bayu;6
11.03.15.2010;Blang Rambong;6
11.03.15.2011;Buket Drien;6
11.03.15.2012;Panton Rayeuk A;6
11.03.15.2013;Panton Rayeuk B;6
11.03.15.2014;Panton Rayeuk M;6
11.03.15.2015;Panton Rayeuk T;6
11.03.15.2016;Paya Laman;6
11.03.16;Peudawa;4
11.03.16.2001;Gampong Keude;6
11.03.16.2002;Meunasah Krueng;6
11.03.16.2003;Kuta Baro;6
11.03.16.2004;Alue Batee;6
11.03.16.2005;Matang Rayeuk;6
11.03.16.2006;Paya Bili Dua;6
11.03.16.2007;Alue Ie Itam;6
11.03.16.2008;Asan Rampak;6
11.03.16.2009;Gampong Kuala;6
11.03.16.2010;Paya Dua;6
11.03.16.2011;Seuneubok Teungoh;6
11.03.16.2012;Buket Kuta;6
11.03.16.2013;Sama Dua;6
11.03.16.2014;Blang Kuta;6
11.03.16.2015;Blang Buket;6
11.03.16.2016;Seuneubok Peunteut;6
11.03.16.2017;Paya Bili Sa;6
11.03.17;Peureulak Timur;4
11.03.17.2001;Babah Krueng;6
11.03.17.2002;Kruet Lintang;6
11.03.17.2003;Jengki;6
11.03.17.2004;Buket Meriam;6
11.03.17.2005;Alue Gureb;6
11.03.17.2006;Seuneubok Teupin;6
11.03.17.2007;Seuneubok Teungoh;6
11.03.17.2008;Alue Bugeng;6
11.03.17.2009;Seuneubok Punti;6
11.03.17.2010;Seumatang Keude;6
11.03.17.2011;Seuneubok Jalan;6
11.03.17.2012;Seuneubok Paya;6
11.03.17.2013;Alue Tho;6
11.03.17.2014;Seuneubok Rawang;6
11.03.17.2015;Alue Bu Alue Nireh;6
11.03.17.2016;Seuneubok Dalam;6
11.03.17.2017;Seuneubok Lapang;6
11.03.17.2018;Gelanggang Meurak;6
11.03.17.2019;Alue Bu Alue Lhok;6
11.03.17.2020;Tualang Pateng;6
11.03.18;Peureulak Barat;4
11.03.18.2001;Beusa Seberang;6
11.03.18.2002;Mon Geudong;6
11.03.18.2003;Paya Seungat;6
11.03.18.2004;Teumpeun;6
11.03.18.2005;Alue Bu Tuha;6
11.03.18.2006;Alue Bu Jalan;6
11.03.18.2007;Tanjong Tualang;6
11.03.18.2008;Beringen;6
11.03.18.2009;Kebon Tempeun;6
11.03.18.2010;Paya Gajah;6
11.03.18.2011;Kabu;6
11.03.18.2012;Paya Biek;6
11.03.18.2013;Beusa Baroh;6
11.03.18.2014;Alue Bu Jalan Baroh;6
11.03.18.2015;Alue Bu Tunong;6
11.03.19;Sungai Raya;4
11.03.19.2001;Alue Rangan;6
11.03.19.2002;Geulumpang Payong;6
11.03.19.2003;Labuhan Keudee;6
11.03.19.2004;Buket Seulamat;6
11.03.19.2005;Buket Drien;6
11.03.19.2006;Alue Itam;6
11.03.19.2007;Paya Keutapang;6
11.03.19.2008;Gajah Mentah;6
11.03.19.2009;Seuneubok Pase;6
11.03.19.2010;Seuneubok Aceh;6
11.03.19.2011;Krueng Lingka;6
11.03.19.2012;Sungai Simpang;6
11.03.19.2013;Kuala Parek;6
11.03.20;Simpang Jernih;4
11.03.20.2001;Simpang Jernih;6
11.03.20.2002;Batu Sumbang;6
11.03.20.2003;Pante Kera;6
11.03.20.2004;Rantau Panjang;6
11.03.20.2005;Melidi;6
11.03.20.2006;Tampur Paloh;6
11.03.20.2007;Tampur Boor;6
11.03.20.2008;HTI Rantau Naro;6
11.03.21;Darul Ihsan;4
11.03.21.2001;Meudang Ara;6
11.03.21.2002;Gunong Putoh;6
11.03.21.2003;Meunasah Aroen;6
11.03.21.2004;Keude Dua;6
11.03.21.2005;Seuneubok Lapang;6
11.03.21.2006;Alue Jangat;6
11.03.21.2007;Buket Peulawi;6
11.03.21.2008;Lhok Panjoe;6
11.03.21.2009;Seuneubok Aceh Baro;6
11.03.21.2010;Pulo Blang;6
11.03.21.2011;Lhok Dalam;6
11.03.21.2012;Lhok Leumak;6
11.03.21.2013;Seuneubok Kulam;6
11.03.21.2014;Panton Meurebo;6
11.03.21.2015;Seuneubok Teungoh;6
11.03.21.2016;Lhok Meureu;6
11.03.22;Darul Falah;4
11.03.22.2001;Tunong Bugeng;6
11.03.22.2002;Cempeudak;6
11.03.22.2003;Buket Tufah;6
11.03.22.2004;Tunong Ulee Gajah;6
11.03.22.2005;Keudondong;6
11.03.22.2006;Seuneubok Panton;6
11.03.22.2007;Buket Teumpeun;6
11.03.22.2008;Keude Blang;6
11.03.22.2009;Paya Kruep;6
11.03.22.2010;Tunong Paya Kruep;6
11.03.22.2011;Alue Siwah;6
11.03.23;Idi Timur;4
11.03.23.2001;Keutapang Dua;6
11.03.23.2002;Matang Rayeuk PP;6
11.03.23.2003;Meunasah Jeumpa;6
11.03.23.2004;Lhok Asahan;6
11.03.23.2005;Tualang Dalam;6
11.03.23.2006;Seuneubok Kuyun;6
11.03.23.2007;Ulee Glee;6
11.03.23.2008;Seuneubok Barat;6
11.03.23.2009;Seuneubok Teungoh;6
11.03.23.2010;Seuneubok Timu;6
11.03.23.2011;Matang Bungong;6
11.03.23.2012;Matang Rayeuk SMK;6
11.03.23.2013;Seuneubok Dalam;6
11.03.24;Peunaron;4
11.03.24.2001;Arul Pinang;6
11.03.24.2002;Peunaron Baru;6
11.03.24.2003;Peunaron Lama;6
11.03.24.2004;Bukit Tiga;6
11.03.24.2006;Sri Mulya;6
11.04;Kabupaten Aceh Tengah;2
11.04.01;Linge;4
11.04.01.2003;Delung Sekinel;6
11.04.01.2005;Gelampang Gading;6
11.04.01.2006;Gewat;6
11.04.01.2008;Jamat;6
11.04.01.2009;Kemerleng;6
11.04.01.2010;Kute Baru;6
11.04.01.2011;Kute Keramil;6
11.04.01.2012;Kute Rayang;6
11.04.01.2013;Kute Riyem;6
11.04.01.2014;Kute Robel;6
11.04.01.2015;Linge;6
11.04.01.2016;Lumut;6
11.04.01.2018;Mungkur;6
11.04.01.2019;Owaq;6
11.04.01.2020;Pantan Nangka;6
11.04.01.2021;Penarun;6
11.04.01.2022;Simpang Tige Uning;6
11.04.01.2023;Umang;6
11.04.01.2024;Despot Linge;6
11.04.01.2025;Gemboyah;6
11.04.01.2031;Arul Item;6
11.04.01.2032;Ise-Ise;6
11.04.01.2033;Kute Reje;6
11.04.01.2034;Reje Payung;6
11.04.01.2035;Pantan Reduk;6
11.04.01.2036;Antara;6
11.04.02;Silih Nara;4
11.04.02.2001;Arul Gele;6
11.04.02.2002;Arul Kumer;6
11.04.02.2003;Burni Bius;6
11.04.02.2004;Genting Gerbang;6
11.04.02.2005;Gunung Singit;6
11.04.02.2007;Pepayungen Angkup;6
11.04.02.2008;Remesen;6
11.04.02.2009;Rutih;6
11.04.02.2010;Semelit Mutiara;6
11.04.02.2012;Wih Porak;6
11.04.02.2013;Wihni Bakong;6
11.04.02.2014;Wihni Durin;6
11.04.02.2016;Arul Putih;6
11.04.02.2017;Arul Relem;6
11.04.02.2018;Burni Bius Baru;6
11.04.02.2019;Jerata;6
11.04.02.2022;Paya Beke;6
11.04.02.2023;Paya Pelu;6
11.04.02.2026;Rebe Gedung;6
11.04.02.2027;Reremal;6
11.04.02.2029;Sanehen;6
11.04.02.2030;Simpang Kemili;6
11.04.02.2031;Tenebuk Kampung Baru;6
11.04.02.2032;Terang Engon;6
11.04.02.2033;Wih Pesam;6
11.04.02.2034;Bius Utama;6
11.04.02.2035;Mekar Indah;6
11.04.02.2036;Mulie Jadi;6
11.04.02.2037;Wih Bersih;6
11.04.02.2038;Wih Sagi Indah;6
11.04.02.2039;Arul Kumer Barat;6
11.04.02.2040;Arul Kumer Timur;6
11.04.02.2041;Arul Kumer Selatan;6
11.04.03;Bebesen;4
11.04.03.2001;Blang Kolak I;6
11.04.03.2002;Bebesan;6
11.04.03.2003;Mongal;6
11.04.03.2004;Daling;6
11.04.03.2005;Tensaran;6
11.04.03.2006;Lelabu;6
11.04.03.2007;Blang Gele;6
11.04.03.2008;Kemili;6
11.04.03.2009;Tan Saril;6
11.04.03.2010;Blang Kolak II;6
11.04.03.2011;Umang;6
11.04.03.2012;Simpang IV;6
11.04.03.2013;Bahgie;6
11.04.03.2014;Keramat Mupakat;6
11.04.03.2015;Atu Gajah Reje Guru;6
11.04.03.2016;Atu Tulu;6
11.04.03.2017;Burbiah;6
11.04.03.2018;Empus Talu;6
11.04.03.2019;Gele Lah;6
11.04.03.2020;Kebet;6
11.04.03.2021;Lemah Burbana;6
11.04.03.2022;Mah Bengi;6
11.04.03.2023;Nunang Antara;6
11.04.03.2024;Pendere Saril;6
11.04.03.2025;Sadong Juru Mudi;6
11.04.03.2026;Ulu Nuwih;6
11.04.03.2027;Colo Blang Gele;6
11.04.03.2028;Kala Kemili;6
11.04.07;Pegasing;4
11.04.07.2001;Arul Badak;6
11.04.07.2004;Berawang Baro;6
11.04.07.2008;Gelelungi;6
11.04.07.2009;Ie Relop;6
11.04.07.2010;Kayu Kul;6
11.04.07.2011;Kedelah;6
11.04.07.2012;Kung;6
11.04.07.2013;Kute Lintang;6
11.04.07.2014;Lelumu;6
11.04.07.2016;Paya Jeget;6
11.04.07.2017;Pedekok;6
11.04.07.2018;Pegasing;6
11.04.07.2019;Pepalang;6
11.04.07.2021;Simpang Kelaping;6
11.04.07.2024;Tebuk;6
11.04.07.2025;Terang Ulen;6
11.04.07.2026;Ujung Gele;6
11.04.07.2029;Wih Ilang;6
11.04.07.2030;Wih Nareh;6
11.04.07.2031;Wih Lah;6
11.04.07.2032;Jejem;6
11.04.07.2033;Jurusen;6
11.04.07.2034;Kala Pegasing;6
11.04.07.2035;Linung Ayu;6
11.04.07.2036;Panangan Mata;6
11.04.07.2037;Pantan Musara;6
11.04.07.2038;Wih Terjun;6
11.04.07.2039;Belang Bebangka;6
11.04.07.2040;Uning;6
11.04.07.2041;Uring;6
11.04.07.2042;Suka Damai;6
11.04.08;Bintang;4
11.04.08.2001;Atu Payung;6
11.04.08.2002;Bale Nosar;6
11.04.08.2003;Bamil Nosar;6
11.04.08.2004;Bewang;6
11.04.08.2005;Dedamar;6
11.04.08.2006;Genuren;6
11.04.08.2007;Kala Bintang;6
11.04.08.2008;Kala Segi;6
11.04.08.2009;Kejurun Syiah Utama;6
11.04.08.2010;Kelitu Sintep;6
11.04.08.2011;Kuala I;6
11.04.08.2012;Kuala II;6
11.04.08.2013;Linung Bulen I;6
11.04.08.2014;Linung Bulen II;6
11.04.08.2015;Mengaya;6
11.04.08.2016;Mude Nosar;6
11.04.08.2017;Serule;6
11.04.08.2018;Wakil Jalil;6
11.04.08.2019;Wihlah Setie;6
11.04.08.2020;Gegarang;6
11.04.08.2021;Jamur Konyel;6
11.04.08.2022;Merodot;6
11.04.08.2023;Sintep;6
11.04.08.2024;Gele Pulo;6
11.04.10;Ketol;4
11.04.10.2001;Bah;6
11.04.10.2002;Blang Mancung;6
11.04.10.2003;Bintang Pepara;6
11.04.10.2004;Burlah;6
11.04.10.2005;Buter;6
11.04.10.2006;Cang Duri;6
11.04.10.2007;Gelumpang Payung;6
11.04.10.2008;Jaluk;6
11.04.10.2009;Kala Ketol;6
11.04.10.2010;Karang Ampar;6
11.04.10.2011;Kekuyang;6
11.04.10.2012;Kute Gelime;6
11.04.10.2013;Pantan Penyo;6
11.04.10.2014;Pantan Reduk;6
11.04.10.2015;Pondok Balik;6
11.04.10.2016;Rejewali;6
11.04.10.2017;Serempah;6
11.04.10.2018;Bergang;6
11.04.10.2019;Blang Mancung Bawah;6
11.04.10.2020;Buge Ara;6
11.04.10.2021;Genting Bulen;6
11.04.10.2022;Jalan Tengah;6
11.04.10.2023;Jerata;6
11.04.10.2024;Simpang Juli;6
11.04.10.2025;Selon;6
11.04.11;Kebayakan;4
11.04.11.2001;Bukit Sama;6
11.04.11.2002;Gunung Bukit;6
11.04.11.2003;Jongok Meluem;6
11.04.11.2004;Kelupak Mata;6
11.04.11.2005;Lot Kala;6
11.04.11.2006;Mendale;6
11.04.11.2007;Paya Reje Tami Delem;6
11.04.11.2008;Paya Tumpi;6
11.04.11.2009;Pinangan;6
11.04.11.2010;Bukit;6
11.04.11.2011;Bukit Ewih Tami Delem;6
11.04.11.2012;Gunung Bahgie;6
11.04.11.2013;Gunung Balohen;6
11.04.11.2014;Jongkok Bathin;6
11.04.11.2015;Kala Lengkio;6
11.04.11.2016;Kute Lot;6
11.04.11.2017;Paya Tumpi Baru;6
11.04.11.2018;Paya Tumpi I;6
11.04.11.2019;Timangan Gading;6
11.04.11.2020;Telege Atu;6
11.04.12;Kute Panang;4
11.04.12.2001;Atu Gogop;6
11.04.12.2002;Balik;6
11.04.12.2003;Buter Balik;6
11.04.12.2004;Dedingin;6
11.04.12.2005;Kute Panang;6
11.04.12.2006;Lukub Sabun;6
11.04.12.2007;Pantan Sile;6
11.04.12.2008;Ratawali;6
11.04.12.2009;Segene Balik;6
11.04.12.2010;Tapak Moge;6
11.04.12.2011;Tawar Miko;6
11.04.12.2012;Tawardi;6
11.04.12.2013;Timang Rasa;6
11.04.12.2014;Wih Nongkal;6
11.04.12.2015;Bukit Rata;6
11.04.12.2016;Lukub Sabun Barat;6
